year,episode_number,title,airdate,rating,total_votes,desc
2019,870,A Fist of Divine Speed! Another Gear Four Application Activated!,27 Jan. 2019,9.7,"(4,466)","Luffy uses a new form for fourth gear, 'Snake Man'. Sanji makes his way to cacao island to back Luffy up."
2019,871,Finally Concluded - An Outcome of the Fierce Battle with Katakuri,3 Feb. 2019,9.4,"(2,096)",Luffy and Katakuri both land simultaneous blows ending their battle with both of them on the ground. Pekoms helps Luffy by bringing Brulee to allow him to escape from the mirror world.
2019,872,A Desperate Situation! The Iron-Tight Entrapment of Luffy!,10 Feb. 2019,9.0,"(1,367)",Pekoms has a plan to allow Luffy to escape. Sanji takes Luffy and tries to skywalk to the sunny. The Big Mom pirates get attacked by an enemy they thought they had dealt with.
2019,873,Pulling Back from the Brink! The Formidable Reinforcements - Germa!,17 Feb. 2019,9.1,"(1,417)",Brulee informs the Big Mom pirates that Luffy beat Katakuri. Sanji gets assistance from his siblings as he is carrying Luffy back to the sunny.
2019,874,The Last Hope! The Sun Pirates Emerge!,24 Feb. 2019,8.7,"(1,045)",Sanji and Luffy make it back to the sunny. The fire tank pirates make it to their destination but their ship gets destroyed by Big Mom. As the straw hats are surrounded Jinbie's old crew the Sun pirates help them.
2019,875,A Fascinating Taste - Sanji's Cake of Happiness,3 Mar. 2019,8.7,"(1,076)",Big Mom finally eats the cake. The Sun pirates help the straw hats but have to retreat after Oven heats the water. The straw hats are once again surrounded.
2019,876,"The Man of Humanity and Justice - Jinbe, a Desperate Massive Ocean Current",17 Mar. 2019,9.1,"(1,386)",The fish-men temporarily fool the Big Mom pirates into believing that the straw hats are dead. Jimbe helps the Sun pirates and Luffy asks him to meet with the crew in the land of Wano when he's done.
2019,877,Time for Farewell! Pudding's One Last Request!,24 Mar. 2019,9.4,"(2,240)",Carrot tells Sanji the news about Pedro. Germa and the Sun pirates continue on fighting with the Big Mom Pirates to allow for the straw hats to escape. Pudding remembers her time with Sanji. Brulee tends to Katakuri.
2019,878,The World in Shock! The Fifth Emperor of the Sea Arrives!,31 Mar. 2019,8.6,"(1,154)","The news of the assassination attempt on Big Mom's life by Luffy, Bege, Jimbe and Sanji makes news around the world."
2019,879,To the Levely! Gathering of the Straw Hat Allies!,7 Apr. 2019,7.6,(380),Luffy gets upset because he thinks he bounty has been lowered. Coby helps the royalty of Dressrosa and remembers his early days with Luffy.
2019,880,Sabo Goes into Action! All the Captains of the Revolutionary Army Appear!,14 Apr. 2019,7.8,(374),The four captains of the revolutionary army stop pirates who are attacking a village. Sabo reads the news about Luffy. The revolutionary army prepares to declare war on the celestial dragons.
2019,881,Going into Action! The Implacable New Admiral of the Fleet - Sakazuki,21 Apr. 2019,6.2,(452),Sakazuki is not happy with Fujitora going to any navy bases. Sengoku about how Luffy broke into impel down and the battle of marineford.
2019,882,The Paramount War! The Inherited Will of the King of the Pirates!,28 Apr. 2019,6.4,(401),Sengoku thinks about how the marines should have killed Luffy and thinks back to the marineford war and Ace's death. Royalty starts to attend reverie.
2019,883,One Step Ahead of the Dream - Shirahoshi's Path to the Sun!,5 May 2019,6.5,(374),"Both Luffy and Sabo think back to when they met. Sabo's adoptive brother, Stelly, meets Garp."
2019,884,I Miss Him! Vivi and Rebecca's Sentiments!,12 May 2019,6.5,(380),Vivi tells Rebbeca about how Luffy and his crew saved her country.
2019,885,In the Dark Recesses of the Holyland! A Mysterious Giant Straw Hat!,19 May 2019,7.3,(433),Vivi meets with Wapol and Dalton. Vivi and Dalton talk about Luffy and Chopper. Bartolomeo is giving out straw hat pins for people to wear. Doflamingo talks about the secret of Mariejois.
2019,886,The Uproarious Holy Land - Princess Shirahoshi is being targeted!,26 May 2019,7.1,(407),Stelly sees the empty throne and wishes to sit on it. The same celestial dragon that Luffy punched wishes to capture Shirahoshi and keep her as a pet. Rob Lucci is now part of CP0. Another celestial dragon saves Shirahoshi.
2019,887,On the Verge - The Two Yonko Targeting Luffy,2 Jun. 2019,8.3,(900),"Big Mom and Kaido talk about straw hat Luffy and who gets to kill him. Brief recaps of Fish-man island, Punk Hazard, Dressrosa, Zou and Whole cake island is given. Shanks meets with the five elders."
2019,888,Sabo Gets Angry - Tragedy of the Revolutionary Army Officer Kuma,9 Jun. 2019,7.7,(386),"Sabo takes pictures of Mariejois. Sabo sees a celestial dragon, riding Kuma which sends him into a rage but he is stopped before he can attack by the revolutionary army's captains. Jewelry Bonney sneaks in Mariejois."
2019,889,"Finally, It Starts! The Conspiracy-filled Reverie!",16 Jun. 2019,7.5,(393),A recap of the events briefly before and after the time-skip. The reverie begins but with a mysterious figure who even the five elders answer to.
2019,890,Marco! The Keeper of Whitebeard's Last Memento!,23 Jun. 2019,7.3,(377),A recap of some of Whitebeard's life. Marco is looking after Whitebeards home and thinks of it as a memento of Whitebeard. Marco talks about challenging Blackbeard.
2019,891,Climbing Up a Waterfall! A Great Journey Through the Land of Wano's Sea Zone!,30 Jun. 2019,8.8,"(1,266)",Marco the leader of the first division of white-beard s crew carries on the legacy of his father.
2019,892,Wano Country! To the Land of Dancing Sakura and Samurai,7 Jul. 2019,9.4,"(2,350)",It is revealed that the straw hats have been living in Wano under different names and keeping their identity secret. Zoro gets captured by the authority of Wano for a crime he didn't do and is told to commit seppuku.
2019,893,Otama Appears! Luffy vs. Kaido's Army!,14 Jul. 2019,9.1,"(1,594)",Luffy is in the land of Wano but is separated from the rest of his crew. Luffy sees two animals fighting and is attacked but swiftly deals with them. Zoro is wanted in Wano after attacking samurai. Luffy befriends a girl named Otama.
2019,894,He'll Come! The Legend of Ace in the Land of Wano!,21 Jul. 2019,9.1,"(1,647)",Otana invites Luffy to her home and gives Luffy rice. Luffy finds out more about Wano from Otana's master. Otana tells Luffy that she's waiting for Ace. Luffy informs her of Ace's death. Basil Hawkins makes his way to his men.
2019,895,"Side Story! The World's Greatest Bounty Hunter, Cidre!",28 Jul. 2019,6.0,(341),The straw hats are attacked by bounty hunters and use coup-de burst to get away. Luffy wants to buy cola but ends up in a bath with Boa Hancock. The two of them are then attacked by the same bounty hunters.
2019,896,Side Story! Clash! Luffy vs. the King of Carbonation!,4 Aug. 2019,5.9,(345),Cidre fights Luffy and his followers fight Boa Hancock. Some of the men explain to Zoro and Sanji that they are being forced to follow Cidre Guild. After Luffy defeats Cidre he finds an invitation to the Pirate Fest.
2019,897,"Save Otama! Straw Hat, Bounding through the Wasteland!",11 Aug. 2019,8.9,"(1,382)","Luffy decides to take Otama to a Dr. Luffy dresses like a samurai and takes Kotetsu the 2nd, a cursed sword, with him. Zoro saves a woman being chased. Luffy and Zoro reunite. Basil Hawkins appears and is ready to attack Zoro and Luffy."
2019,898,The Headliner! Hawkings the Magician Appears!,18 Aug. 2019,8.7,"(1,136)",Zoro notices Luffy's sword and asks if he can hold it but Luffy refuses. Zoro and Luffy battle Hawkins's underlings. Luffy and Zoro are carried away by Komachiyo after he notices Otama's condition worsening. Hawkins pursues them.
2019,899,Defeat is Inevitable! The Strawman's Fierce Attack!,25 Aug. 2019,9.2,"(1,813)",Zoro fights Hawkins's Strawman. Zoro defeats the Strawman allowing himself and Luffy to flee. The woman Zoro saved earlier gives Zoro and Luffy directions and offers to help Otama.
2019,900,The Greatest Day of My Life! Otama and Her Sweet Red-bean Soup!,1 Sep. 2019,8.7,"(1,120)","Otama drinks herbal medicine and quickly recovers. Tsuru offers Otama red-bean soup. Tsuru explains the situation of Wano. One of Kaido's subordinates to tries to kill Tsuru, something Zoro stops. Otama is kidnapped one of Kaido's goons."
2019,901,Entering Enemy Territory! The Protagonists Spread into the Town of Bakura!,8 Sep. 2019,7.7,(589),"Gazel-man takes Otama to Holdem, one of the 3 headliners in Bakura. Okiku tells Luffy and Zoro that she's a samurai. Otama is asked by Holdem how she tamed a giant baboon. Bepo tells Law that Luffy and Zoro are going to attack Bakura town."
2019,902,The Yokozuna Appears! The Invincible Urashima Goes After Okiku!,15 Sep. 2019,7.7,(586),"Luffytaro, Zorojuro, and Okiku finally make it to town but immediately are questioned. Luffy gets past them using his Haki to stay hidden, but once Urashima sees Okiku he makes his move again to try and make her his wife. She has other ideas after being captured."
2019,903,A Climactic Sumo Battle! Straw Hat vs. the Strongest Ever Yokozuna!,22 Sep. 2019,7.1,(511),Luffy faces against Urashima in a sumo match. Luffy sends Urashima crashing into Holdem's residence where Holdem tries to pull off Tama's cheek for the devil fruit power she possesses.
2019,904,Luffy Rages! Rescue Otama from Danger!,29 Sep. 2019,7.0,(477),Holdem approaches holding Tama hostage before Luffy's group who were fighting the beast pirates.
2019,905,Fighting for Otama! Fight against Holdem!,6 Oct. 2019,8.5,"(1,088)","Holdem continues to taunt Luffy's group while holding Tama hostage, threatening to chew her up with Kamijiro. Kiku warns Luffy against attacking Holdem as Kuri is ruled by Jack, and he will destroy Bakura Town if they fight back."
2019,906,Duel! The Magician and the Surgeon of Death!,13 Oct. 2019,8.6,"(1,092)","After defeating Holdem, Luffy grabs Tama and flees the scene. During the escape, they encounter Speed and Tama tames her. They then catch up to Zoro, Kiku, and Komachiyo as the latter three were fleeing with the stolen food cart."
2019,907,Romance Dawn,20 Oct. 2019,6.0,(378),"It adapts the second pilot of One Piece, telling a different backstory how Luffy became a rubber man. Luffy has to fight the pirate Spiel, which uses witch like magic to fight, and rescue a kidnapped girl named Ann and her pet bird."
2019,908,The Coming of the Treasure Ship! Luffytaro Returns the Favor!,27 Oct. 2019,8.6,"(1,116)","Luffy's group delivers the stolen food cart to Okobore Town and Luffy also gives the residents clean water. After Luffy parted ways with Tama and Speed, Law takes the group to the ruins of Oden Castle."
2019,909,Nazo no Bohyo - Oden Joseki de no Saikai!,10 Nov. 2019,9.1,"(1,500)","While Zoro battles a giant tiger, Luffy, Law, and Okiku arrive at Oden castle, the three reunite with Kin'emon as well as Momonosuke. Nami, Sanji, Chopper, and Brook then regroup with Luffy. Kin'emon reveals a shocking truth."
2019,910,A Legendary Samurai! The Man Who Roger Admired!,17 Nov. 2019,9.0,"(1,434)","While traveling to Oden Castle, Komachiyo, Law, Luffy, Zoro, and Kiku encounter a ferocious tiger. The group later arrive at the ruins of Oden Castle. After seeing the graves of the Kozuki Family, Luffy reunites with his crew and allies"
2019,911,Bringing Down the Emperor of the Sea! A Secret Raid Operation Begins!,24 Nov. 2019,8.3,(894),"Kin'emon lais out the plan of how they are going to defeat Kaido, but much work remains, such as recruiting allies and gathering information on the enemy."
2019,912,"The Strongest Man in the World! Shutenmaru, the Thieves Brigade Chief!",1 Dec. 2019,9.3,"(1,973)",Usohachi makes a discovery. Shutenmaru and Jack face off. Kaido makes his entrance.
2019,913,Everyone is Annihilated! Kaido's Furious Blast Breath!,8 Dec. 2019,9.3,"(1,914)","The drunken Kaido flies above Okobore Town in his dragon form and threatens Shutenmaru and all the people in the town. Luffy, Law, Kin'emon, and Kiku start running towards the town to rescue them."
2019,914,Finally Clashing! The Ferocious Luffy vs. Kaido!,15 Dec. 2019,9.6,"(2,803)","Right after the destruction of Oden Castle, Luffy enters a furious battle with Kaido."
2019,915,Hakai-teki! Ichigeki Hissatsu no Raimei Hakke!,22 Dec. 2019,9.5,"(2,416)","Luffy continues his furious battle with Kaido. Despite his best efforts, the battle ends in Luffy's defeat."
2020,916,Iki-jigoku! Rufi Kutsujoku no Dai Tankutsu-jo,5 Jan. 2020,9.0,"(1,529)","After his defeat, Luffy is sent to a prison in the Udon region. Kiku returns to the mountain where Oden Castle was destroyed and discovers that the group there managed to escape the destruction."
2020,917,The Holyland in Tumult! Emperor of the Sea Blackbeard Cackles!,12 Jan. 2020,9.1,"(1,811)",Perona learns from a newspaper that Gecko Moria is alive and prepares to leave Kuraigana Island to search for him. Moria and his zombie army attack Pirate Island to find Absalom only to learn that he had been killed.
2020,918,Ugokidasu - Dato Kaido Daikeikaku!,19 Jan. 2020,8.1,(939),"Dogstorm clashes with Shutenmaru, who refuses to aid in Kin'emon's operation. Sanji and the others seek out recruits."
2020,919,Rampage! The Prisoners - Luffy and Kid!,26 Jan. 2020,8.2,(963),"Nami and Shinobu finish with their current objective in the Flower Capital and Sanji's soba stand is growing more popular. In Udon, Luffy and Kid continue to work. The angry vice warden tries to attack them only to be defeated by the pair."
2020,920,Dai Hyoban! Sanji no Ohako Soba!,2 Feb. 2020,7.6,(682),Sanji tangles with some gang members who disrupt his soba business and learns that one of his customers has friends in high places.
2020,921,Goka Kenran - Wano Kuni Ichi no Bijo: Komurasaki,9 Feb. 2020,6.9,(597),"Wano's most popular courtesan heads to the palace, but a revenge plot threatens the proceedings."
2020,922,A Tale of Chivalry! Zoro and Tonoyasu's Little Trip!,16 Feb. 2020,8.1,(967),"Zoro goes to a gambling house with Tonoyasu. Meanwhile, the Ninja-Pirate-Mink-Samurai Alliance works to steal weapons and food. Franky learns that Minatomo no longer has the blueprints of Kaido's mansion."
2020,923,A State of Emergency! Big Mom Closes in!,23 Feb. 2020,8.3,(956),"The banquet at Orochi's palace begins . Shinobu, Nami, and Brook sneak into the palace as well. Meanwhile, in Udon prison, Kid explains to Luffy and Caribou about how he lost his arm."
2020,924,The Capital in an Uproar! Another Assassin Targets Sanji!,15 Mar. 2020,9.1,"(1,687)","King flies to the waterfall while the Big Mom Pirates are coming up and knocks their ship down. Meanwhile, back at the capital, Page One attack multiple soba shops and owners looking for Sanji."
2020,925,Dashing! The Righteous Soba Mask!,22 Mar. 2020,9.1,"(1,642)","As he confronts Page One, Sanji puts on his Raid Suit and displays its capabilities. Back in the shogun's caste, Robin was sneaking around trying to find important information."
2020,926,Zettai Zetsumei - Kyoi no Orochi Oniwabanshu,29 Mar. 2020,7.8,(672),"Robin gets caught by the Orochi Oniwabanshu in Orochi's castle. The ninjas attack Robin in order to find the truth of her intentions. Meanwhile, Chopper, Kiku, Tama, and Momonosuke find Big Mom at the shore after the encounter with King."
2020,927,Shura-jo! Osoreru Daija Shogun Orochi,5 Apr. 2020,7.5,(534),"At Kuri Beach, Chopper gives the amnesiac Big Mom a fake name. Back inside the shogun's castle, Orochi warns his guests about the return of the Scabbards. Toko laughs, enraging Orochi. As Orochi lashes out at Toko, Komurasaki steps in."
2020,928,The Flower Falls! The Final Moment of the Most Beautiful Woman in the Land of Wano!,12 Apr. 2020,7.5,(537),"Orochi takes his rage out on Komurasaki as Robin protects Toko. Brook, Nami, and Shinobu arrive at the banquet hall to aid Robin. Right after Orochi releases his grip on Komurasaki during the commotion, Kyoshiro cuts her down."
2020,929,The Bond Between Prisoners! Luffy and Old Man Hyo!,19 Apr. 2020,7.4,(539),"In the Ringo region, Kanjuro meets up with Shinobu's group. In Ebisu Town, Law's group learns from a newspaper that a funeral for Komurasaki will be held and that Kid escaped from Udon prison."
2020,930,A Lead Performer! Queen the Plague Emerges!,28 Jun. 2020,7.7,(627),Luffy kicks Daifugo to defend Hyogoro and then fights the guards until Babanuki fires a cannonball at him. Raizo manages to steal some keys from the Prisoner Mines executive tower. Later Queen arrives at the Udon prison.
2020,931,Goes up. Luffy's Desperate Escape!,5 Jul. 2020,7.5,(536),"At the Prisoner Mines, the Sumo Inferno begins, but Luffy easily defeated his opponents. Meanwhile at the Flower Capital bathhouse, Drake and Hawkins arrive to search for those associated with the Kozuki Family."
2020,932,Dead or Alive! Queen's Sumo Inferno!,12 Jul. 2020,7.9,(704),"At the Prisoner Mines, the Sumo Inferno begins, but Luffy easily defeated his opponents. Meanwhile at the Flower Capital bathhouse, Drake and Hawkins arrive to search for those associated with the Kozuki Family."
2020,933,Gyukimaru! Zoro Fights a Duel on Bandit's Bridge,19 Jul. 2020,9.0,"(1,584)","Sumo Inferno continues and Queen sends in the Gifters. At the bridge, Zoro clashes with Gyukimaru to get Shusui back. Their fight is interrupted when a woman and Toko arrive seeking help as they were chased by an assassin known as Kamazo."
2020,934,A Big Turnover! The Three-Sword Style Overcomes Danger!,26 Jul. 2020,9.3,"(2,369)","During an argument with Shinobu, Law plans to rescue his crew. Meanwhile at Oihagi Bridge, Zoro continues his clash with Kamazo."
2020,935,"Zoro, Stunned! The Shocking Identity of the Mysterious Woman!",2 Aug. 2020,8.0,(697),Luffy continues trying to use an advanced Busoshoku Haki technique as he and Hyogoro are confronted by Alpacaman and Madilloman.
2020,936,Get the Hang of It! The Land of Wano's Haki - Ryuo!,9 Aug. 2020,7.9,(691),"After Hiyori reveals her identity to Zoro, she explains about some things about her past such as how Kawamatsu watched over her after her parents' death."
2020,937,Tonoyasu! Ebisu's most beloved!,16 Aug. 2020,7.8,(681),Luffy tries to learn Ryuo through fighting in the Sumo Inferno. It continues until the night and will resume the next day. Luffy and Hyogoro meet Caribou and Raizo and talks about the rebellion.
2020,938,Shaking the nation. The identity of Ushimitsu Kozo,23 Aug. 2020,7.7,(548),"After his capture, Tonoyasu is sentenced to execution. Meanwhile, Holdem and his men battle the Mt. Atama Thieves. While clashing with Ashura Doji, Holdem sets the mountain on fire."
2020,939,The Straw Hats are running! Save the captive Tonoyasu,30 Aug. 2020,8.9,"(1,472)","Toko and Zoro's group make their way to the Flower Capital. As Shimotsuki Yasuie is placed on a wooden pole and is being broadcast throughout Wano, his old acquaintances recognize him."
2020,940,Zoro's Fury! The Truth About the Smile!,6 Sep. 2020,9.4,"(2,125)","After claiming responsibility for Kin'emon's secret message, saying it was a prank, and casting doubt in the Rasetsu prison guards, Yasuie meets a brutal end as Orochi and his men shoot him to death."
2020,941,Toko's Tears! Orochi's Pitiless Bullets!,13 Sep. 2020,9.1,"(1,609)","As the citizens of Ebisu Town grieve over Yasuie's death, Shinobu reveals more information about the SMILE fruits. Meanwhile Zoro and Sanji step in fight to save Toko from Orochi."
2020,942,The Straw Hats Step In! An Uproarious Deadly Battle at the Execution Ground!,20 Sep. 2020,9.0,"(1,532)","Zoro and Sanji start fighting against Orochi's clan. Nami and the rest of the Straw Hats join them. Meanwhile, at the Excavation Labor Camp a new criminal has arrived. And a shocking truth is revealed."
2020,943,Luffy's Determination! Win Through the Sumo Inferno!,27 Sep. 2020,8.6,"(1,179)",Zoro clashes with Kyoshiro and Sanji clashes with X Drake while Usopp takes Toko to safety. Right after that the Orochi Oniwabanshu arrives to confront the Straw Hat Pirates.
2020,944,The Coming of the Storm! Big Mom's Great Rampage!,4 Oct. 2020,7.7,(695),"After the skirmish inside the Flower Capital, Kin'emon confesses to Ashura Doji that he provoked Holdem into attacking Mt. Atama. When Ashura becomes angry, Kin'emon admits his mistake and once again begs him for his help."
2020,945,A Grudge Over Oshiruko - Luffy Gets into a Desperate Situation,11 Oct. 2020,8.7,"(1,261)","Big Mom subdues Queen when the latter tries to fight her. During that scuffle, Kid and Killer are saved from drowning. Big Mom does not find any oshiruko, and when Luffy blurts out that he ate it, she attacks him out of rage."
2020,946,Stop the Emperor of the Sea! Queen's Secret Plan!,18 Oct. 2020,7.7,(703),"Luffy attempts to defend against Big Mom's attack, but she sends him and Hyogoro crashing into a wall. They both survived, but Big Mom continues attacking Luffy, chasing him around the Prisoner Mines."
2020,947,The Ultimate Weapon! Excite Bullets Aimed at Luffy,25 Oct. 2020,7.6,(702),"Right after Big Mom regains her memories, she suddenly faints. Queen quickly orders to restrain Big Mom and escorts her to Onigashima. With both Queen and Big Mom away, Luffy continues practicing with advanced Busoshoku Haki."
2020,948,Start Fighting Back! Luffy and the Red Scabbard Samurai!,1 Nov. 2020,7.7,(723),"Raizo freed Kawamastsu and with Luffy, Chopper, Kiku and Hyogoro they start fighting the Hundred Beast Pirates of the Udon prison meanwhile zoro and Hyori got attacked by Fukurokoji's underlings."
2020,949,We're Here to Win! Luffy's Desperate Scream!,8 Nov. 2020,9.1,"(1,687)","Luffy and his group continue to rebel against the prison guards, however, the prisoners attempt to stop them after the plague spreads rapidly. Luffy takes drastic action in an attempt to win the prisoner's faith and stir them to rebel too."
2020,950,Warriors' Dream! Luffy's Conquer of Udon!,15 Nov. 2020,9.0,"(1,655)","After Udon is conquered, Chopper tends to Luffy and works to develop a cure for his condition. Luffy asks Kid to join the fight against Kaido, but Kid rejects his offer and leaves Udon with Killer."
2020,951,Orochi's Pursuers! Ninja Army Corps vs. Zoro,22 Nov. 2020,8.2,"(1,114)",Zoro is continuously pursued by Orochi's ninjas. Law strikes a deal with Basil Hawkins in regards to the freedom of The Heart Pirates.
2020,952,Tension Rises in Onigashima! Two Emperors of the Sea Meet?!,29 Nov. 2020,8.7,"(1,358)","Kanjuro, Nami, and Franky travel across Wano. Brook, Ussop, and Robin also travel Wano using a dock. Ashura reveals ships that he has that will be used for the assault on Onigashima. Zoro battles for his sword. Big Mom and Kaidio meet."
2020,953,Hiyori's Confession! Reunion on Oihagi Bridge,6 Dec. 2020,8.7,"(1,447)","Big Mom and Kadio come to blows leaving Kadio's subordinate nervous. Reunions take place as Hyogoro and the yakuza bosses from the past get reacquainted while across Wano, Hiyori and Kawamatsu also reunite."
2020,954,Its Name is Enma! Oden's Meito!,13 Dec. 2020,8.5,"(1,324)","Kawamatsu tells Hiyori how he and a fox named Onimaru defended and collected weapons belonging to the dead. Hiyori offers Zoro Enma, the legendary sword said to have cut Kadio."
2020,955,"""A New Alliance?! Kaido's Army Gathers""",20 Dec. 2020,8.1,"(1,253)","Zoro agrees to return Shusui in exchange for Enma, Law subdues Hawkins and escapes. At Onigashima, Kaidou and Big Mom decide to put aside their feud and form an alliance to conquer the world."
2020,956,Ticking Down to the Great Battle! The Straw Hats Go into Combat Mode!,27 Dec. 2020,9.1,"(1,989)",Zoro receives Enma and sees its destructive power. Luffy continues training his Busoshoku Haki.
2021,957,Big News! The Warlords Attack Incident,10 Jan. 2021,9.6,"(7,543)",News concerning Sabo spread throughout the world. Drake and Koby conduct a private conversation.
2021,958,"""The Legendary Battle! Garp and Roger""",17 Jan. 2021,9.5,"(5,033)","The navy begins a meeting where Sengoku informs them about the alliance between Big Mom and Kaido. Sengoku talks about the legendary Rocks pirates and he reveals the bounties of all of the Yonko's, as well as Roger's bounty."
2021,959,"""The Promised Port - Opening of Third Act of Wano Country!""",24 Jan. 2021,9.0,"(3,175)",The Fire Festival is soon to begin as the samurai of Wano wait for their allies who are nowhere to be seen leaving Kin'emon and the rest of the samurai feeling helpless.
2021,960,"""The Greatest Samurai of Wano Country! Kozuki Oden Appears!""",31 Jan. 2021,8.9,"(3,220)","It is revealed that Orochi had the Beasts Pirates bombed the Thousand Sunny and destroyed some bridges to cut off routes to Tokage Port. At the port, the Nine Red Scabbards prepare to continue with the raid on their own."
2021,961,"""The Crying Apprentice! Oden and Kin'emon!""",7 Feb. 2021,9.0,"(3,046)","The Mountain God continues its rampage in the Flower Capital until Oden confronts and defeats it. After this incident, Oden was expelled from the capital. Due to their admiration for Oden, Kinemon and Denjiro decide to follow him."
2021,962,Changing Destiny - The Whitebeard Pirates Cast Ashore!,14 Feb. 2021,9.2,"(3,318)",Oden transforms the wild land of Kuri into a habitable region and is made Daimyo over it.
2021,963,Oden's Determination! Whitebeard's Trials!,21 Feb. 2021,9.4,"(3,868)","Once their ship is repaired, the Whitebeard Pirates leave at night to avoid Oden's advances but he catches up anyway, attaching a chain to the ship and riding with Izo through the ocean. Marco saves Izo and brings him onto the Moby Dick where he is tied up."
2021,964,Whitebeard's Little Brother! Oden's Great Adventure!,28 Feb. 2021,9.3,"(3,210)","Toki tends to Oden after he rescued her from the kidnappers. On the next day, they are confronted by the kidnappers and their leader, Karma. Whitebeard intervenes and knocks out Karma. Whitebeard accepts Oden into his crew because of his selflessness."
2021,965,Blades Crossed! Roger and Whitebeard!,7 Mar. 2021,9.7,"(5,921)","Orochi plots to take the shogunate with Higurashi's assistance. As Oden continues his journey with the Whitebeard Pirates, he finally encounters the Roger Pirates. A clash between Whitebeard and Gol D. Roger ensues."
2021,966,Roger's Wish! A New Journey!,21 Mar. 2021,9.5,"(3,961)","After an intense and lasting battle between the most fomented pirate gangs in the world, Roger discovers Oden's skill, spent for years in the Kouzuki clan, and decides to make an unpredictable invitation."
2021,967,Devoting His Life! Roger's Adventure,28 Mar. 2021,9.5,"(3,808)",Roger pirates sail around the Grandline and meet some old friends.
2021,968,The Pirate King is Born: Arriving at the Last Island!,4 Apr. 2021,9.8,"(10,487)","Oden, forced by an ill Toki, leaves her and their children at Wano sailing again on the Oro Jackson. At Zou, Roger finds the last Road Poneglyph. Despite his worsening health, Roger and his crew reach the Grand Line's final island."
2021,969,To Wano Country! The Roger Pirates Disband,11 Apr. 2021,9.4,"(3,323)","After reaching the last island and becoming the ""King of all Pirates"" Gol D. Roger disbands the Roger pirates. Oden returns to his home."
2021,970,Sad News: The Opening of the Great Pirate Era,18 Apr. 2021,9.1,"(2,800)","After seeing the state of Wano, a vengeful Oden sets out to the Flower Capital with his swords pointed at Orochi."
2021,971,Raid! Oden and the Nine Red Scabbards,25 Apr. 2021,9.2,"(2,889)",Orochi travels to Kuri revealing his evil plan as Oden finally decides to take down Kaido
2021,972,The Moment of Conclusion! Oden vs. Kaido!,2 May 2021,9.5,"(4,155)",Oden and the nine Ninjas march toward Kaido's area for revenge. Suddenly something shows up in their way.
2021,973,Sentenced to Boil! Oden's Deadly Hour!,9 May 2021,9.4,"(3,340)","Having been defeated by Kaidou, Oden is captured and sentenced, along with his retainers, to be executed in the middle of the Flower Capital."
2021,974,Oden Wouldn't Be Oden If It Wasn't Boiled!,16 May 2021,9.7,"(5,492)",Oden throws his friends to safety and exchanges final words with Kaido.
2021,975,The Castle on Fire! The Fate of the Kozuki Clan!,23 May 2021,9.4,"(3,334)",Kaido breaks into the burning Kozuki castle as Toki attempts to save her family.
2021,976,Back to the Present Day! 20 Years Later!,30 May 2021,9.2,"(2,897)",Hiyori and Kappa separate and she gets brought to Kysohiro who secretly pledges to protect her.
2021,977,The Sea Is For Pirates! Raid! To Onigashima,6 Jun. 2021,9.5,"(3,748)","With no allies coming to their aid, the Nine Red Scabbards row to Onigashima on their own."
2021,978,The Worst Generation Charges in! The Battle of the Stormy Sea,13 Jun. 2021,9.5,"(3,917)","Luffy, Law, and Kid join the Akazaya samurai and begin to fight Kaido's army."
2021,979,Good Luck!? Leader Kin'emon's Plot,20 Jun. 2021,9.0,"(2,651)","Kyoshiro reveals himself as Denjiro (one of the akazaya Samurai) and explains the real meaning of the flyer. Meanwhile, Kanjuro kidnaps Momonuske and heads towards onigashima."
2021,980,A Tearful Promise! The Kidnapped Momonosuke!,27 Jun. 2021,9.1,"(2,500)",The Beast Pirates start attacking the samurai's ships from a distance. An old ally comes to Straw Hats' aid.
2021,981,A New Member! Knight of the Sea Jinbe!,4 Jul. 2021,9.1,"(2,742)",Zoro and Sanji team up to fight the guard as Luffy and Jimbei attack Kaido's men.
2021,982,Kaido's Trump Card - Introducing the Tobi Roppo,11 Jul. 2021,9.6,"(8,705)","The Straw Hat Pirates enter Onigashima's torii gate. Queen begins the Golden Kagura festivities, and the Tobi Roppo meet to hear their captain's request."
2021,983,The Samurai Warriors' Earnestness! The Straw Hats Land at Onigashima,18 Jul. 2021,8.4,"(2,077)","As the alliance and Kid Pirates reach Onigashima, Kin'emon uses his sorcery to everyone's clothes to blend in with the Beasts Pirates."
2021,984,Luffy Goes Out of Control?! Sneaking into Kaido's Banquet,25 Jul. 2021,7.5,"(1,618)",The Kid Pirates head for Kaido's castle as Luffy and Zoro go after to stop them from causing trouble.
2021,985,Thinking of O-Tama - Luffy's Furious Strike,1 Aug. 2021,7.8,"(1,428)",Luffy and Zoro witness Kaido's subordinates waste food at the banquet and make fun of the poor people in the Land of Wano which causes them to become infuriated and create turmoil.
2021,986,Fighting Music! The Ability to Attack Luffy!,8 Aug. 2021,7.6,"(1,308)","After making a scene at the Golden Festival, Luffy and Zoro try to get away, but Queen's subordinates chase after them."
